Context;Relation;Maximum_Cardinality;Likelihood
Top;http://dbpedia.org/ontology/mascot;1;0.97888004
Top;http://dbpedia.org/ontology/maximumElevation;1;0.990812897
Top;http://dbpedia.org/ontology/MeanOfTransportation/height;1;0.980666291
Top;http://dbpedia.org/ontology/MeanOfTransportation/length;1;0.980968641
Top;http://dbpedia.org/ontology/MeanOfTransportation/width;1;0.978364436
Top;http://dbpedia.org/ontology/meshId;1;0.970146869
Top;http://dbpedia.org/ontology/minimumElevation;1;0.990993789
Top;http://dbpedia.org/ontology/mouthElevation;1;0.981876463
http://dbpedia.org/class/yago/WikicatRiversOfRomania;http://dbpedia.org/ontology/mouthMountain;1;0.9712487
http://dbpedia.org/class/yago/WikicatRiversOfRomania;http://dbpedia.org/ontology/mouthPlace;1;0.9712487
Top;http://dbpedia.org/ontology/mouthPosition;1;0.984786121
Top;http://dbpedia.org/ontology/municipalityCode;1;0.971152827
http://dbpedia.org/ontology/Athlete;http://dbpedia.org/ontology/nationality;1;0.976723222
http://dbpedia.org/ontology/Politician;http://dbpedia.org/ontology/nationality;1;0.97415316
http://dbpedia.org/ontology/OfficeHolder;http://dbpedia.org/ontology/nationality;1;0.971678917
http://www.wikidata.org/entity/Q82955;http://dbpedia.org/ontology/nationality;1;0.974148863
Top;http://dbpedia.org/ontology/netIncome;1;0.977804574
Top;http://dbpedia.org/ontology/nextEvent;1;0.975492808
Top;http://dbpedia.org/ontology/nrhpReferenceNumber;1;0.991371626
Top;http://dbpedia.org/ontology/number;1;0.994135291
Top;http://dbpedia.org/ontology/numberOfEmployees;1;0.97372533
Top;http://dbpedia.org/ontology/numberOfEpisodes;1;0.970750276
Top;http://dbpedia.org/ontology/numberOfGoals;1;0.997656762
Top;http://dbpedia.org/ontology/numberOfMatches;1;0.998099894
Top;http://dbpedia.org/ontology/numberOfSeasons;1;0.979137873
Top;http://dbpedia.org/ontology/numberOfTracks;1;0.976273926
Top;http://dbpedia.org/ontology/oclc;1;0.987185384
Top;http://dbpedia.org/ontology/operatingIncome;1;0.972332563
http://dbpedia.org/class/yago/WikicatInsectsOfItaly;http://dbpedia.org/ontology/order;1;0.973956444
http://umbel.org/umbel/rc/Fungus;http://dbpedia.org/ontology/order;1;0.974944304
http://dbpedia.org/ontology/Fungus;http://dbpedia.org/ontology/order;1;0.982795565
http://dbpedia.org/class/yago/WikicatInsectsOfRomania;http://dbpedia.org/ontology/order;1;0.970081576
http://dbpedia.org/class/yago/LepidopterousInsect102274024;http://dbpedia.org/ontology/order;1;0.983434807
http://dbpedia.org/class/yago/Fungus112992868;http://dbpedia.org/ontology/order;1;0.970694769
Top;http://dbpedia.org/ontology/orderDate;1;0.972965639
http://dbpedia.org/class/yago/Barrier102796623;http://dbpedia.org/ontology/part;1;0.970225071
http://dbpedia.org/ontology/ArchitecturalStructure;http://dbpedia.org/ontology/part;1;0.970338438
http://www.wikidata.org/entity/Q12323;http://dbpedia.org/ontology/part;1;0.971943191
Top;http://dbpedia.org/ontology/percentageOfAreaWater;1;0.984655027
Top;http://dbpedia.org/ontology/Person/height;1;0.995681534
Top;http://dbpedia.org/ontology/Person/weight;1;0.992575422
Top;http://dbpedia.org/ontology/personFunction;1;0.977311364
Top;http://dbpedia.org/ontology/personName;1;0.979504134
http://dbpedia.org/ontology/Insect;http://dbpedia.org/ontology/phylum;1;0.974577534
http://dbpedia.org/ontology/Bird;http://dbpedia.org/ontology/phylum;1;0.983410882
http://dbpedia.org/ontology/Mollusca;http://dbpedia.org/ontology/phylum;1;0.99021542
http://www.wikidata.org/entity/Q1390;http://dbpedia.org/ontology/phylum;1;0.974664995
http://umbel.org/umbel/rc/Bird;http://dbpedia.org/ontology/phylum;1;0.97813314
http://www.wikidata.org/entity/Q25326;http://dbpedia.org/ontology/phylum;1;0.990430249
http://dbpedia.org/class/yago/Bird101503061;http://dbpedia.org/ontology/phylum;1;0.980481534
http://umbel.org/umbel/rc/Mollusk;http://dbpedia.org/ontology/phylum;1;0.979774077
Top;http://dbpedia.org/ontology/plays;1;0.970290841
Top;http://dbpedia.org/ontology/PopulatedPlace/area;1;0.99190271
http://dbpedia.org/class/yago/Commune108541609;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1;0.975053521
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSlovenia;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1;0.979230858
http://www.wikidata.org/entity/Q23442;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1;0.972593091
http://dbpedia.org/class/yago/WikicatVillagesInTheCzechRepublic;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1;0.975289611
http://www.wikidata.org/entity/Q3455524;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1;0.98050385
http://dbpedia.org/ontology/Region;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1;0.98050385
http://dbpedia.org/class/yago/County108546183;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1;0.973965087
http://schema.org/AdministrativeArea;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1;0.98050385
Top;http://dbpedia.org/ontology/populationAsOf;1;0.988980939
Top;http://dbpedia.org/ontology/populationTotal;1;0.992205575
Top;http://dbpedia.org/ontology/populationUrban;1;0.972672439
http://dbpedia.org/ontology/OrganisationMember;http://dbpedia.org/ontology/position;1;0.983713277
http://dbpedia.org/ontology/WinterSportPlayer;http://dbpedia.org/ontology/position;1;0.971745616
http://dbpedia.org/class/yago/HockeyPlayer110179291;http://dbpedia.org/ontology/position;1;0.976559325
http://www.wikidata.org/entity/Q11774891;http://dbpedia.org/ontology/position;1;0.971745616
Top;http://dbpedia.org/ontology/postalCode;1;0.992678326
http://dbpedia.org/class/yago/Measure100033615;http://dbpedia.org/ontology/predecessor;1;0.980666151
http://dbpedia.org/ontology/SportsSeason;http://dbpedia.org/ontology/predecessor;1;0.983477527
Top;http://dbpedia.org/ontology/previousEvent;1;0.973543817
Top;http://dbpedia.org/ontology/previousWork;1;0.982141428
Top;http://dbpedia.org/ontology/primaryFuelType;1;0.972604441
Top;http://dbpedia.org/ontology/productionEndYear;1;0.979167368
Top;http://dbpedia.org/ontology/productionStartYear;1;0.980516213
Top;http://dbpedia.org/ontology/prominence;1;0.97963652
Top;http://dbpedia.org/ontology/province;1;0.984890024
Top;http://dbpedia.org/ontology/pubchem;1;0.978399332
http://www.wikidata.org/entity/Q486972;http://dbpedia.org/ontology/region;1;0.982994672
http://dbpedia.org/class/yago/Location100027167;http://dbpedia.org/ontology/region;1;0.975218277
http://dbpedia.org/ontology/PopulatedPlace;http://dbpedia.org/ontology/region;1;0.98268126
http://dbpedia.org/class/yago/Worker109632518;http://dbpedia.org/ontology/religion;1;0.970302979
http://xmlns.com/foaf/0.1/Person;http://dbpedia.org/ontology/religion;1;0.974073872
http://dbpedia.org/ontology/Person;http://dbpedia.org/ontology/religion;1;0.972344816
http://schema.org/Person;http://dbpedia.org/ontology/religion;1;0.974073872
http://dbpedia.org/class/yago/Leader109623038;http://dbpedia.org/ontology/religion;1;0.973099288
http://www.wikidata.org/entity/Q215627;http://dbpedia.org/ontology/religion;1;0.974073872
http://dbpedia.org/class/yago/WikicatLivingPeople;http://dbpedia.org/ontology/religion;1;0.976189862
http://www.wikidata.org/entity/Q82955;http://dbpedia.org/ontology/religion;1;0.971386995
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson;http://dbpedia.org/ontology/religion;1;0.974073872
http://www.wikidata.org/entity/Q5;http://dbpedia.org/ontology/religion;1;0.974073872
Top;http://dbpedia.org/ontology/riverMouth;1;0.972525104
Top;http://dbpedia.org/ontology/routeEndDirection;1;0.986579917
Top;http://dbpedia.org/ontology/routeNumber;1;0.987199012
Top;http://dbpedia.org/ontology/routeStartDirection;1;0.986714969
Top;http://dbpedia.org/ontology/routeTypeAbbreviation;1;0.98763054
http://schema.org/Movie;http://dbpedia.org/ontology/runtime;1;0.978931593
http://dbpedia.org/ontology/Film;http://dbpedia.org/ontology/runtime;1;0.978893769
http://dbpedia.org/class/yago/Creation103129123;http://dbpedia.org/ontology/runtime;1;0.974818866
http://dbpedia.org/class/yago/SocialEvent107288639;http://dbpedia.org/ontology/runtime;1;0.972191262
http://dbpedia.org/ontology/Wikidata:Q11424;http://dbpedia.org/ontology/runtime;1;0.978931593
Top;http://dbpedia.org/ontology/season;1;0.979987407
Top;http://dbpedia.org/ontology/seasonNumber;1;0.981658919
http://dbpedia.org/ontology/TelevisionEpisode;http://dbpedia.org/ontology/series;1;0.980655971
http://schema.org/TVEpisode;http://dbpedia.org/ontology/series;1;0.980774359
http://dbpedia.org/class/yago/AuditoryCommunication107109019;http://dbpedia.org/ontology/series;1;0.978223502
Top;http://dbpedia.org/ontology/serviceEndYear;1;0.989444723
Top;http://dbpedia.org/ontology/serviceStartYear;1;0.990531639
Top;http://dbpedia.org/ontology/sex;1;0.976114614
Top;http://dbpedia.org/ontology/shipLaunch;1;0.987685327
Top;http://dbpedia.org/ontology/shoots;1;0.987246982
Top;http://dbpedia.org/ontology/sire;1;0.972741807
Top;http://dbpedia.org/ontology/squadNumber;1;0.990047353
Top;http://dbpedia.org/ontology/state;1;0.977075625
Top;http://dbpedia.org/ontology/stationStructure;1;0.976289659
http://schema.org/Person;http://dbpedia.org/ontology/status;1;0.976390043
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent;http://dbpedia.org/ontology/status;1;0.975790578
http://dbpedia.org/class/yago/WikicatLivingPeople;http://dbpedia.org/ontology/status;1;0.972295698
http://xmlns.com/foaf/0.1/Person;http://dbpedia.org/ontology/status;1;0.976390043
http://dbpedia.org/class/yago/Contestant109613191;http://dbpedia.org/ontology/status;1;0.97048388
http://www.wikidata.org/entity/Q24229398;http://dbpedia.org/ontology/status;1;0.975790578
http://www.wikidata.org/entity/Q5;http://dbpedia.org/ontology/status;1;0.976390043
http://www.wikidata.org/entity/Q14128148;http://dbpedia.org/ontology/status;1;0.974940341
http://www.wikidata.org/entity/Q215627;http://dbpedia.org/ontology/status;1;0.976390043
http://dbpedia.org/ontology/Agent;http://dbpedia.org/ontology/status;1;0.975355105
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson;http://dbpedia.org/ontology/status;1;0.976390043
Top;http://dbpedia.org/ontology/subsequentWork;1;0.981467538
http://dbpedia.org/ontology/SportsSeason;http://dbpedia.org/ontology/successor;1;0.983310557
http://dbpedia.org/class/yago/Measure100033615;http://dbpedia.org/ontology/successor;1;0.980755336
http://dbpedia.org/ontology/TimePeriod;http://dbpedia.org/ontology/team;1;0.997397057
http://dbpedia.org/ontology/SportsTeamSeason;http://dbpedia.org/ontology/team;1;0.983954748
http://www.wikidata.org/entity/Q11774891;http://dbpedia.org/ontology/team;1;0.975371426
http://dbpedia.org/class/yago/Measure100033615;http://dbpedia.org/ontology/team;1;0.972622559
http://dbpedia.org/ontology/BasketballPlayer;http://dbpedia.org/ontology/team;1;0.975698995
http://www.wikidata.org/entity/Q3665646;http://dbpedia.org/ontology/team;1;0.975909621
http://dbpedia.org/ontology/OrganisationMember;http://dbpedia.org/ontology/team;1;0.996417015
Top;http://dbpedia.org/ontology/thumbnail;1;0.998834629
Top;http://dbpedia.org/ontology/topSpeed;1;0.977481268
http://umbel.org/umbel/rc/City;http://dbpedia.org/ontology/type;1;0.975922379
http://umbel.org/umbel/rc/Village;http://dbpedia.org/ontology/type;1;0.977022118
http://dbpedia.org/class/yago/PhysicalEntity100001930;http://dbpedia.org/ontology/type;1;0.977347938
http://schema.org/MusicAlbum;http://dbpedia.org/ontology/type;1;0.991400839
http://dbpedia.org/ontology/Place;http://dbpedia.org/ontology/type;1;0.977572267
http://www.wikidata.org/entity/Q486972;http://dbpedia.org/ontology/type;1;0.986836752
http://dbpedia.org/ontology/Location;http://dbpedia.org/ontology/type;1;0.977650638
http://schema.org/CreativeWork;http://dbpedia.org/ontology/type;1;0.981032432
http://www.wikidata.org/entity/Q532;http://dbpedia.org/ontology/type;1;0.99298317
http://www.wikidata.org/entity/Q482994;http://dbpedia.org/ontology/type;1;0.991400839
http://www.wikidata.org/entity/Q386724;http://dbpedia.org/ontology/type;1;0.981032432
http://dbpedia.org/class/yago/YagoGeoEntity;http://dbpedia.org/ontology/type;1;0.978800764
http://dbpedia.org/ontology/Work;http://dbpedia.org/ontology/type;1;0.980465378
http://schema.org/Place;http://dbpedia.org/ontology/type;1;0.977650638
http://umbel.org/umbel/rc/Town;http://dbpedia.org/ontology/type;1;0.981846692
http://www.wikidata.org/entity/Q2188189;http://dbpedia.org/ontology/type;1;0.99132866
Top;http://dbpedia.org/ontology/undraftedYear;1;0.97910324
Top;http://dbpedia.org/ontology/upperAge;1;0.977078365
Top;http://dbpedia.org/ontology/variantOf;1;0.976529643
Top;http://dbpedia.org/ontology/visitorStatisticsAsOf;1;0.97232796
Top;http://dbpedia.org/ontology/volume;1;0.97098763
Top;http://dbpedia.org/ontology/weight;1;0.992192989
Top;http://dbpedia.org/ontology/wheelbase;1;0.977743489
Top;http://dbpedia.org/ontology/width;1;0.983430248
Top;http://dbpedia.org/ontology/wikiPageID;1;0.999617843
Top;http://dbpedia.org/ontology/wikiPageRedirects;1;0.999450739
Top;http://dbpedia.org/ontology/wikiPageRevisionID;1;0.999617843
http://dbpedia.org/ontology/Film;http://dbpedia.org/ontology/Work/runtime;1;0.978893769
http://dbpedia.org/class/yago/SocialEvent107288639;http://dbpedia.org/ontology/Work/runtime;1;0.972191262
http://dbpedia.org/ontology/Wikidata:Q11424;http://dbpedia.org/ontology/Work/runtime;1;0.978931593
http://dbpedia.org/class/yago/Creation103129123;http://dbpedia.org/ontology/Work/runtime;1;0.974818866
http://schema.org/Movie;http://dbpedia.org/ontology/Work/runtime;1;0.978931593
http://dbpedia.org/class/yago/Abstraction100002137;http://dbpedia.org/ontology/year;1;0.975747073
http://dbpedia.org/ontology/SportsSeason;http://dbpedia.org/ontology/year;1;0.98145903
Top;http://dbpedia.org/ontology/yearOfConstruction;1;0.975005841
Top;http://dbpedia.org/ontology/years;1;0.989928447
Top;http://dbpedia.org/property/admDataAsOf;1;0.972626737
Top;http://dbpedia.org/property/afterElection;1;0.970658032
Top;http://dbpedia.org/property/afterParty;1;0.979125791
Top;http://dbpedia.org/property/appearancesa;1;0.974150615
Top;http://dbpedia.org/property/architectOrBuilder;1;0.972375527
Top;http://dbpedia.org/property/architecture;1;0.982598492
http://dbpedia.org/ontology/Place;http://dbpedia.org/property/area;1;0.976965279
http://schema.org/AdministrativeArea;http://dbpedia.org/property/area;1;0.971075385
http://schema.org/LandmarksOrHistoricalBuildings;http://dbpedia.org/property/area;1;0.975317794
http://dbpedia.org/ontology/Location;http://dbpedia.org/property/area;1;0.976899502
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing;http://dbpedia.org/property/area;1;0.985453654
http://schema.org/Place;http://dbpedia.org/property/area;1;0.976899502
http://www.wikidata.org/entity/Q41176;http://dbpedia.org/property/area;1;0.980817434
http://www.wikidata.org/entity/Q3455524;http://dbpedia.org/property/area;1;0.971075385
http://dbpedia.org/class/yago/YagoGeoEntity;http://dbpedia.org/property/area;1;0.972244024
Top;http://dbpedia.org/property/areaCodeType;1;0.988926424
Top;http://dbpedia.org/property/areaImperial;1;0.975841001
Top;http://dbpedia.org/property/areaRound;1;0.976413905
http://dbpedia.org/ontology/Company;http://dbpedia.org/property/areaServed;1;0.971453741
Top;http://dbpedia.org/property/argPeri;1;0.973701768
Top;http://dbpedia.org/property/arrondissement;1;0.990969455
Top;http://dbpedia.org/property/ascNode;1;0.97278568
Top;http://dbpedia.org/property/australianopenresult;1;0.970055964
http://dbpedia.org/ontology/Insect;http://dbpedia.org/property/authority;1;0.98143652
Top;http://dbpedia.org/property/auto;1;0.984752364
http://schema.org/Place;http://dbpedia.org/property/background;1;0.972441605
http://dbpedia.org/ontology/Place;http://dbpedia.org/property/background;1;0.972628323
http://dbpedia.org/class/yago/NaturalObject100019128;http://dbpedia.org/property/background;1;0.971002849
http://dbpedia.org/ontology/Location;http://dbpedia.org/property/background;1;0.972441605
http://www.wikidata.org/entity/Q634;http://dbpedia.org/property/background;1;0.971891168
Top;http://dbpedia.org/property/basinCountries;1;0.97267041
Top;http://dbpedia.org/property/bats;1;0.98822088
Top;http://dbpedia.org/property/batting;1;0.986566933
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent;http://dbpedia.org/property/bcs;1;0.971384576
http://www.wikidata.org/entity/Q5;http://dbpedia.org/property/bcs;1;0.971379486
http://dbpedia.org/class/yago/PhysicalEntity100001930;http://dbpedia.org/property/bcs;1;0.970377212
http://www.wikidata.org/entity/Q215627;http://dbpedia.org/property/bcs;1;0.971379486
http://xmlns.com/foaf/0.1/Person;http://dbpedia.org/property/bcs;1;0.971379486
http://www.wikidata.org/entity/Q24229398;http://dbpedia.org/property/bcs;1;0.971384576
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson;http://dbpedia.org/property/bcs;1;0.971379486
http://schema.org/Person;http://dbpedia.org/property/bcs;1;0.971379486
http://dbpedia.org/class/yago/YagoLegalActorGeo;http://dbpedia.org/property/bcs;1;0.97045032
http://dbpedia.org/ontology/Agent;http://dbpedia.org/property/bcs;1;0.971384576
Top;http://dbpedia.org/property/beforeElection;1;0.972090074
Top;http://dbpedia.org/property/beforeParty;1;0.979427282
Top;http://dbpedia.org/property/bgcolour;1;0.982110718
Top;http://dbpedia.org/property/binomial;1;0.996732174
Top;http://dbpedia.org/property/binomialAuthority;1;0.99423855
Top;http://dbpedia.org/property/birthDate;1;0.992686868
Top;http://dbpedia.org/property/birthName;1;0.983352307
Top;http://dbpedia.org/property/blank1Info;1;0.981729038
Top;http://dbpedia.org/property/blank1Name;1;0.992304708
Top;http://dbpedia.org/property/blankInfo;1;0.986821332
Top;http://dbpedia.org/property/blankName;1;0.993348417
http://schema.org/CreativeWork;http://dbpedia.org/property/border;1;0.981884517
http://www.wikidata.org/entity/Q2188189;http://dbpedia.org/property/border;1;0.979296768
http://www.wikidata.org/entity/Q134556;http://dbpedia.org/property/border;1;0.972864772
http://www.wikidata.org/entity/Q386724;http://dbpedia.org/property/border;1;0.981884517
http://dbpedia.org/class/yago/Whole100003553;http://dbpedia.org/property/border;1;0.978239393
http://dbpedia.org/ontology/Work;http://dbpedia.org/property/border;1;0.981891013
http://www.wikidata.org/entity/Q482994;http://dbpedia.org/property/border;1;0.972257497
http://schema.org/MusicAlbum;http://dbpedia.org/property/border;1;0.972257497
Top;http://dbpedia.org/property/bot;1;0.971497116
Top;http://dbpedia.org/property/bowltourneyresult;1;0.970965511
Top;http://dbpedia.org/property/br;1;0.987042402
Top;http://dbpedia.org/property/brm;1;0.984324975
http://dbpedia.org/class/yago/Group100031264;http://dbpedia.org/property/bronze;1;0.970358605
http://www.wikidata.org/entity/Q8386;http://dbpedia.org/property/c;1;0.979669083
http://umbel.org/umbel/rc/DrugProduct;http://dbpedia.org/property/c;1;0.972172764
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#ChemicalObject;http://dbpedia.org/property/c;1;0.979502106
http://dbpedia.org/ontology/ChemicalSubstance;http://dbpedia.org/property/c;1;0.979503912
Top;http://dbpedia.org/property/canton;1;0.991024195
http://www.wikidata.org/entity/Q571;http://dbpedia.org/property/caption;1;0.97932647
http://www.wikidata.org/entity/Q7397;http://dbpedia.org/property/caption;1;0.970462681
http://schema.org/LandmarksOrHistoricalBuildings;http://dbpedia.org/property/caption;1;0.973128578
http://dbpedia.org/ontology/HistoricPlace;http://dbpedia.org/property/caption;1;0.975205047
http://dbpedia.org/class/yago/Show106619065;http://dbpedia.org/property/caption;1;0.978531504
http://www.wikidata.org/entity/Q14128148;http://dbpedia.org/property/caption;1;0.971559237
http://dbpedia.org/class/yago/Commune108541609;http://dbpedia.org/property/caption;1;0.984735699
http://www.wikidata.org/entity/Q386724;http://dbpedia.org/property/caption;1;0.973419989
http://schema.org/CreativeWork;http://dbpedia.org/property/caption;1;0.973419989
http://dbpedia.org/ontology/Wikidata:Q11424;http://dbpedia.org/property/caption;1;0.980670521
http://schema.org/Book;http://dbpedia.org/property/caption;1;0.97932647
http://purl.org/ontology/bibo/Book;http://dbpedia.org/property/caption;1;0.97932647
http://www.wikidata.org/entity/Q937857;http://dbpedia.org/property/caption;1;0.981539326
http://dbpedia.org/class/yago/CausalAgent100007347;http://dbpedia.org/property/caption;1;0.970788079
http://dbpedia.org/class/yago/Creation103129123;http://dbpedia.org/property/caption;1;0.973930947
http://dbpedia.org/ontology/Athlete;http://dbpedia.org/property/caption;1;0.985343157
http://www.wikidata.org/entity/Q10871364;http://dbpedia.org/property/caption;1;0.973202075
http://dbpedia.org/ontology/Work;http://dbpedia.org/property/caption;1;0.972987863
http://schema.org/Movie;http://dbpedia.org/property/caption;1;0.980670521
http://www.wikidata.org/entity/Q41176;http://dbpedia.org/property/caption;1;0.971559408
http://dbpedia.org/class/yago/Novel106367879;http://dbpedia.org/property/caption;1;0.970688886
http://dbpedia.org/class/yago/PhysicalEntity100001930;http://dbpedia.org/property/casNumber;1;0.970461513
Top;http://dbpedia.org/property/catholics;1;0.970840269
Top;http://dbpedia.org/property/catholicsPercent;1;0.970032616
Top;http://dbpedia.org/property/centre;1;0.977954381
Top;http://dbpedia.org/property/cfbdwid;1;0.974488915
Top;http://dbpedia.org/property/chairman;1;0.97471035
Top;http://dbpedia.org/property/chembl;1;0.972607424
Top;http://dbpedia.org/property/chemspiderid;1;0.977691876
Top;http://dbpedia.org/property/chronology;1;0.974131834
http://dbpedia.org/class/yago/ResidentialDistrict108553535;http://dbpedia.org/property/city;1;0.972171894
http://www.wikidata.org/entity/Q486972;http://dbpedia.org/property/city;1;0.970275229
Top;http://dbpedia.org/property/cityType;1;0.983406219
Top;http://dbpedia.org/property/civilParish;1;0.97429011
Top;http://dbpedia.org/property/clubUpdate;1;0.99053197
http://www.wikidata.org/entity/Q215627;http://dbpedia.org/property/code;1;0.974684924
http://dbpedia.org/ontology/Person;http://dbpedia.org/property/code;1;0.974862698
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson;http://dbpedia.org/property/code;1;0.974684924
http://dbpedia.org/class/yago/LivingThing100004258;http://dbpedia.org/property/code;1;0.973349747
http://schema.org/Person;http://dbpedia.org/property/code;1;0.974684924
http://dbpedia.org/class/yago/CausalAgent100007347;http://dbpedia.org/property/code;1;0.973341523
http://www.wikidata.org/entity/Q5;http://dbpedia.org/property/code;1;0.974684924
http://xmlns.com/foaf/0.1/Person;http://dbpedia.org/property/code;1;0.974684924
Top;http://dbpedia.org/property/colorcode;1;0.976856324
Top;http://dbpedia.org/property/columns;1;0.986763411
Top;http://dbpedia.org/property/colwidth;1;0.97380602
Top;http://dbpedia.org/property/commons;1;0.978525213
Top;http://dbpedia.org/property/competitors;1;0.981134039
http://dbpedia.org/class/yago/FootballSeason115240998;http://dbpedia.org/property/conference;1;0.971413958
http://dbpedia.org/class/yago/Measure100033615;http://dbpedia.org/property/confrecord;1;0.971876641
http://dbpedia.org/ontology/SportsSeason;http://dbpedia.org/property/confrecord;1;0.98088624
Top;http://dbpedia.org/property/consecration;1;0.976942609
Top;http://dbpedia.org/property/constell;1;0.97697201
Top;http://dbpedia.org/property/constituencyWestminster;1;0.976862791
Top;http://dbpedia.org/property/continent;1;0.975035437
Top;http://dbpedia.org/property/coordDisplay;1;0.991795329
Top;http://dbpedia.org/property/coordinatesDisplay;1;0.997028114
Top;http://dbpedia.org/property/coordinatesFormat;1;0.980251475
Top;http://dbpedia.org/property/coordinatesRegion;1;0.996927265
Top;http://dbpedia.org/property/coordinatesType;1;0.994219426
Top;http://dbpedia.org/property/coordParameters;1;0.982551392
Top;http://dbpedia.org/property/coorPinpoint;1;0.972184211
http://dbpedia.org/class/yago/SocialEvent107288639;http://dbpedia.org/property/count;1;0.972487326
http://dbpedia.org/ontology/SoccerTournament;http://dbpedia.org/property/count;1;0.972075084
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event;http://dbpedia.org/property/country;1;0.974552787
http://schema.org/Organization;http://dbpedia.org/property/country;1;0.985292296
http://www.wikidata.org/entity/Q571;http://dbpedia.org/property/country;1;0.985392552
http://dbpedia.org/class/yago/LiteraryComposition106364329;http://dbpedia.org/property/country;1;0.975324507
http://www.wikidata.org/entity/Q486972;http://dbpedia.org/property/country;1;0.988481897
http://dbpedia.org/ontology/Agent;http://dbpedia.org/property/country;1;0.981635883
http://schema.org/CollegeOrUniversity;http://dbpedia.org/property/country;1;0.972831223
http://schema.org/Book;http://dbpedia.org/property/country;1;0.985392552
http://dbpedia.org/ontology/Location;http://dbpedia.org/property/country;1;0.983059583
http://dbpedia.org/class/yago/Group100031264;http://dbpedia.org/property/country;1;0.978526682
http://www.wikidata.org/entity/Q41176;http://dbpedia.org/property/country;1;0.976341339
http://www.wikidata.org/entity/Q3918;http://dbpedia.org/property/country;1;0.972831223
http://www.wikidata.org/entity/Q3914;http://dbpedia.org/property/country;1;0.983912742
http://dbpedia.org/class/yago/YagoGeoEntity;http://dbpedia.org/property/country;1;0.982583149
http://dbpedia.org/ontology/WrittenWork;http://dbpedia.org/property/country;1;0.986496523
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson;http://dbpedia.org/property/country;1;0.985292296
http://schema.org/Place;http://dbpedia.org/property/country;1;0.983059583
http://www.wikidata.org/entity/Q24229398;http://dbpedia.org/property/country;1;0.981602368
http://www.wikidata.org/entity/Q43229;http://dbpedia.org/property/country;1;0.985292296
http://schema.org/School;http://dbpedia.org/property/country;1;0.983912742
http://dbpedia.org/ontology/Place;http://dbpedia.org/property/country;1;0.981917421
http://purl.org/ontology/bibo/Book;http://dbpedia.org/property/country;1;0.985392552
http://www.wikidata.org/entity/Q1092563;http://dbpedia.org/property/country;1;0.973879761
http://www.wikidata.org/entity/Q34442;http://dbpedia.org/property/country;1;0.979544763
http://dbpedia.org/class/yago/Work104599396;http://dbpedia.org/property/country;1;0.982052902
http://dbpedia.org/class/yago/GroupAction101080366;http://dbpedia.org/property/country;1;0.974460897
http://dbpedia.org/class/yago/YagoLegalActorGeo;http://dbpedia.org/property/country;1;0.985018552
http://schema.org/Event;http://dbpedia.org/property/country;1;0.974552787
http://www.wikidata.org/entity/Q40231;http://dbpedia.org/property/country;1;0.978915612
http://schema.org/EducationalOrganization;http://dbpedia.org/property/country;1;0.986101178
http://dbpedia.org/ontology/Event;http://dbpedia.org/property/country;1;0.97448773
http://dbpedia.org/class/yago/WikicatIndianFilms;http://dbpedia.org/property/country;1;0.977077281
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent;http://dbpedia.org/property/country;1;0.981602368
http://www.wikidata.org/entity/Q1656682;http://dbpedia.org/property/country;1;0.974552787
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing;http://dbpedia.org/property/country;1;0.98352671
http://dbpedia.org/class/yago/WikicatBlack-and-whiteFilms;http://dbpedia.org/property/country;1;0.973031349
Top;http://dbpedia.org/property/countryFlag;1;0.976891675
Top;http://dbpedia.org/property/countryType;1;0.984072901
Top;http://dbpedia.org/property/cover;1;0.981425647
Top;http://dbpedia.org/property/crew;1;0.973231472
Top;http://dbpedia.org/property/cube;1;0.980512608
Top;http://dbpedia.org/property/cup1Result;1;0.977027188
Top;http://dbpedia.org/property/cup2Result;1;0.972192887
Top;http://dbpedia.org/property/current;1;0.971883315
Top;http://dbpedia.org/property/currentclub;1;0.980880709
Top;http://dbpedia.org/property/currentLeague;1;0.972890117
Top;http://dbpedia.org/property/currentnumber;1;0.972221639
Top;http://dbpedia.org/property/currentTeam;1;0.976015989
