Context;Relation;Maximum_Cardinality
Top;http://dbpedia.org/property/langcode;1
http://dbpedia.org/class/yago/WikicatVillagesInBytówCounty;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/pbayear;1
http://dbpedia.org/class/yago/WikicatVillagesInLincolnshire;http://dbpedia.org/ontology/distanceToLondon;1
http://dbpedia.org/class/yago/WikicatAfrican-AmericanBasketballPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/AuditoryCommunication107109019;http://dbpedia.org/property/showName;1
Top;http://dbpedia.org/property/admCtrName;1
http://dbpedia.org/class/yago/Town108665504;http://dbpedia.org/property/blank2NameSec;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBaftCounty;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInZlatiborDistrict;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/Champion109906704;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatVillagesInZgierzCounty;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatCitiesInOklahoma;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatBridgeportSoundTigersPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInVeneto;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://umbel.org/umbel/rc/River;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatTownsInHighland(councilArea);http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
Top;http://dbpedia.org/ontology/minimumElevation;1
http://dbpedia.org/class/yago/WikicatUnionArmyGenerals;http://dbpedia.org/property/birthPlace;1
http://dbpedia.org/class/yago/WikicatVillagesInTurkey;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://www.wikidata.org/entity/Q25379;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPeopleFromLeipzig;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatPeopleFromStrasbourg;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatVillagesInSuffolk;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/updateCitations;1
http://dbpedia.org/class/yago/Communicator109610660;http://xmlns.com/foaf/0.1/givenName;1
Top;http://dbpedia.org/property/previousYear'sRace;1
Top;http://dbpedia.org/property/blank4Name;1
http://dbpedia.org/class/yago/WikicatVillagesInKościerzynaCounty;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/fedname;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKohgiluyehCounty;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInItaly;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/CommissionedNavalOfficer109943541;http://dbpedia.org/ontology/deathDate;1
http://dbpedia.org/class/yago/WikicatTownsInBaden-Württemberg;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheCentre-EstRegion;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPeopleFromTheGrandDuchyOfBaden;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatEasternConferenceProBowlPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPeopleFromKraków;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCentralProvince(Kenya);http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/WikicatLittleRockTravelersPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPeopleFromTheProvinceOfBrandenburg;http://xmlns.com/foaf/0.1/givenName;1
http://schema.org/Library;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://schema.org/SportsEvent;http://dbpedia.org/ontology/firstDriver;1
Top;http://dbpedia.org/ontology/modelEndYear;1
Top;http://dbpedia.org/property/hofdate;1
http://dbpedia.org/class/yago/WikicatVillagesInStarogardCounty;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfÁvila;http://dbpedia.org/ontology/areaTotal;1
http://dbpedia.org/class/yago/WikicatMiamiHurricanesFootballPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/YagoLegalActor;http://dbpedia.org/ontology/areaCode;1
Top;http://dbpedia.org/property/maxtemp;1
http://www.wikidata.org/entity/Q847400;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInLiguria;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKhashCounty;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/Communication100033020;http://dbpedia.org/property/date;1
http://dbpedia.org/class/yago/WikicatTownsInOklahoma;http://dbpedia.org/ontology/areaCode;1
http://dbpedia.org/class/yago/WikicatMilwaukeeBrewers(minorLeague)Players;http://dbpedia.org/ontology/deathPlace;1
http://dbpedia.org/class/yago/WikicatVillagesInKent;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBartınProvince;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/ontology/Poet;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/visitorNameShort;1
http://dbpedia.org/class/yago/WikicatNewYorkGiants(NL)Players;http://dbpedia.org/ontology/deathPlace;1
http://dbpedia.org/class/yago/WikicatCitiesInLowerSaxony;http://dbpedia.org/ontology/areaTotal;1
http://dbpedia.org/ontology/Tournament;http://dbpedia.org/property/dates;1
http://dbpedia.org/ontology/Canoeist;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/constellationName;1
http://dbpedia.org/class/yago/WikicatMunicipalitiesOfSwitzerland;http://dbpedia.org/ontology/elevation;1
http://dbpedia.org/class/yago/WikicatBuffaloBisons(minorLeague)Players;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/ontology/christeningDate;1
Top;http://dbpedia.org/property/nextseasonYear;1
http://dbpedia.org/class/yago/WikicatOlympicAthletesOfFrance;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatTownshipsInMinnesota;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatCitiesInSaxony;http://dbpedia.org/ontology/areaTotal;1
http://www.wikidata.org/entity/Q937857;http://dbpedia.org/property/date;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInEmilia-Romagna;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatFitzroyFootballClubPlayers;http://dbpedia.org/ontology/birthDate;1
http://dbpedia.org/class/yago/Wikicat16th-centuryFrenchPeople;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/Trainer110722575;http://dbpedia.org/property/deathPlace;1
http://dbpedia.org/class/yago/Photographer110426749;http://xmlns.com/foaf/0.1/givenName;1
http://www.wikidata.org/entity/Q159719;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatAmericanExpatriateBasketballPeopleInIsrael;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/ontology/Non-ProfitOrganisation;http://xmlns.com/foaf/0.1/name;1
http://www.wikidata.org/entity/Q1656682;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://schema.org/Place;http://dbpedia.org/property/date;1
http://dbpedia.org/class/yago/WikicatVillagesInCambridgeshire;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/groundName;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCoastProvince;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/Region108630039;http://dbpedia.org/property/year;1
http://dbpedia.org/class/yago/System108435388;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRasinaDistrict;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/Plot108674739;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatPeopleFromWestminster;http://xmlns.com/foaf/0.1/givenName;1
Top;http://dbpedia.org/property/formedyear;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfGuadalajara;http://dbpedia.org/ontology/areaTotal;1
http://dbpedia.org/class/yago/WikicatGermanPrisonersOfWar;http://dbpedia.org/ontology/deathDate;1
http://dbpedia.org/class/yago/Engraver110058155;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/ontology/AmusementParkAttraction;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/Fungus112992868;http://xmlns.com/foaf/0.1/name;1
http://www.wikidata.org/entity/Q11631;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/GhostTown108671509;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://www.wikidata.org/entity/Q11204;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
Top;http://dbpedia.org/property/sname;1
http://dbpedia.org/class/yago/Region108630039;http://dbpedia.org/ontology/areaTotal;1
Top;http://dbpedia.org/property/divname;1
Top;http://dbpedia.org/ontology/icaoAirlineCode;1
http://dbpedia.org/class/yago/WikicatVillagesInBartoszyceCounty;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPeopleFromCologne;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatPlayersOfAmericanFootballFromFlorida;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatVillagesInBelgaumDistrict;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/ontology/Pope;http://dbpedia.org/ontology/birthPlace;1
http://dbpedia.org/class/yago/WikicatCommunesOfLoire;http://xmlns.com/foaf/0.1/name;1
http://www.wikidata.org/entity/Q1028181;http://xmlns.com/foaf/0.1/givenName;1
http://www.wikidata.org/entity/Q12280;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatTorontoBlueJaysPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatEnglishAnglicanPriests;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/ontology/serviceEndYear;1
http://dbpedia.org/class/yago/Wikicat18th-centuryDutchPeople;http://xmlns.com/foaf/0.1/givenName;1
Top;http://dbpedia.org/property/death;1
http://dbpedia.org/class/yago/WikicatPeopleFromBarcelona;http://xmlns.com/foaf/0.1/givenName;1
http://www.wikidata.org/entity/Q11315;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/beginningDate;1
http://dbpedia.org/ontology/ArchitecturalStructure;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatVillagesInBiałaPodlaskaCounty;http://xmlns.com/foaf/0.1/name;1
http://www.wikidata.org/entity/Q14128148;http://dbpedia.org/property/accessdate;1
http://dbpedia.org/class/yago/WikicatCommunesOfHautes-Pyrénées;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPeopleFromOslo;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatVillagesInBielskCounty;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatCommunesOfLot(department);http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatMunicipalitiesInSaxony;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatVillagesInBlagoevgradProvince;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/WikicatVillagesInChojniceCounty;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfBurgos;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/ontology/Comedian;http://xmlns.com/foaf/0.1/givenName;1
http://xmlns.com/foaf/0.1/Organization;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
Top;http://dbpedia.org/property/yearbend;1
http://umbel.org/umbel/rc/Pope;http://dbpedia.org/ontology/deathPlace;1
http://dbpedia.org/class/yago/WikicatTownshipsInKansas;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatNorwegianCivilServants;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/firstNat;1
http://dbpedia.org/class/yago/WikicatMunicipalitiesInLowerSaxony;http://dbpedia.org/ontology/areaTotal;1
Top;http://dbpedia.org/property/2optionName;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInVeneto;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInEmilia-Romagna;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
Top;http://dbpedia.org/property/popdate;1
http://dbpedia.org/class/yago/Scriptwriter110564905;http://xmlns.com/foaf/0.1/name;1
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent;http://dbpedia.org/property/nickname;1
http://dbpedia.org/class/yago/WikicatAmericanPlayersOfAmericanFootball;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatCitiesInJapan;http://dbpedia.org/property/blank2NameSec;1
Top;http://dbpedia.org/property/regionalName;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCyprus;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
Top;http://dbpedia.org/property/firstRiderMotogp;1
http://dbpedia.org/ontology/Athlete;http://dbpedia.org/ontology/deathPlace;1
http://dbpedia.org/class/yago/WikicatAssociationFootballDefenders;http://dbpedia.org/ontology/birthPlace;1
http://dbpedia.org/class/yago/WikicatNorwegianPeople;http://xmlns.com/foaf/0.1/givenName;1
http://schema.org/ShoppingCenter;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/ontology/firstRace;1
http://dbpedia.org/class/yago/WikicatTownsInVictoria(Australia);http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCoastProvince;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/Quarterback110498816;http://dbpedia.org/property/birthPlace;1
http://dbpedia.org/class/yago/WikicatCollegeMen'sBasketballHeadCoachesInTheUnitedStates;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatCanadianIceHockeyGoaltenders;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatTexasCounties;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatWehrmachtGenerals;http://dbpedia.org/ontology/birthDate;1
http://umbel.org/umbel/rc/Fish;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBotswana;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/ontology/Athlete;http://dbpedia.org/property/first;1
http://dbpedia.org/class/yago/WikicatVillagesInLeicestershire;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/State108654360;http://dbpedia.org/ontology/areaCode;1
http://dbpedia.org/class/yago/WikicatCommunesOfLoiret;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatFrenchMaleCyclists;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInCalabria;http://dbpedia.org/ontology/elevation;1
http://dbpedia.org/class/yago/WikicatVillagesInNorthamptonshire;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
Top;http://dbpedia.org/property/gpActiveYears;1
http://dbpedia.org/class/yago/Enrollee110059162;http://xmlns.com/foaf/0.1/givenName;1
http://www.wikidata.org/entity/Q13414980;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatCommunesOfMarne;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/yearLowF;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInEstonia;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/Signal106791372;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/heardDate;1
http://dbpedia.org/class/yago/WikicatVillagesInTheEastRidingOfYorkshire;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatAmericanMixedMartialArtists;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInUrmiaCounty;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatMunicipalitiesInMinasGerais;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://umbel.org/umbel/rc/EducationalOrganization;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatTownsInTurkey;http://dbpedia.org/ontology/areaCode;1
http://dbpedia.org/ontology/Cardinal;http://dbpedia.org/ontology/deathPlace;1
http://dbpedia.org/class/yago/WikicatOlympicMedalistsInFigureSkating;http://dbpedia.org/ontology/birthPlace;1
http://dbpedia.org/class/yago/WikicatVillagesInKaliszCounty;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/ontology/birthPlace;1
http://umbel.org/umbel/rc/PresidentOfOrganization;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatCommunesOfOrne;http://xmlns.com/foaf/0.1/name;1
http://umbel.org/umbel/rc/Ship;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
Top;http://dbpedia.org/property/yearbstart;1
http://dbpedia.org/class/yago/Commune108541609;http://dbpedia.org/ontology/areaCode;1
http://dbpedia.org/class/yago/WikicatFrenchWriters;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInPiedmont;http://dbpedia.org/ontology/elevation;1
http://dbpedia.org/class/yago/YagoLegalActorGeo;http://dbpedia.org/property/commitdate;1
http://dbpedia.org/ontology/ShoppingMall;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatMiamiDolphinsPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/ontology/GaelicGamesPlayer;http://dbpedia.org/ontology/deathDate;1
http://dbpedia.org/class/yago/WikicatWomenClassicalComposers;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/ontology/Wikidata:Q11424;http://dbpedia.org/property/years;1
Top;http://dbpedia.org/property/startYear;1
http://dbpedia.org/class/yago/WikicatVillagesInGloucestershire;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatMunicipalitiesInLowerSaxony;http://dbpedia.org/ontology/elevation;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInChabaharCounty;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
Top;http://dbpedia.org/property/gdpNominalYear;1
http://dbpedia.org/ontology/Cleric;http://xmlns.com/foaf/0.1/givenName;1
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatBaseballPlayersFromFlorida;http://xmlns.com/foaf/0.1/name;1
Top;http://dbpedia.org/property/yearsInCup;1
Top;http://dbpedia.org/property/fifaMinDate;1
http://www.wikidata.org/entity/Q215380;http://xmlns.com/foaf/0.1/name;1
http://umbel.org/umbel/rc/River;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://www.wikidata.org/entity/Q7075;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://umbel.org/umbel/rc/Event;http://dbpedia.org/property/date;1
http://www.wikidata.org/entity/Q13414980;http://dbpedia.org/ontology/birthPlace;1
http://schema.org/Canal;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatPeopleFromBoston,Massachusetts;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/ontology/SportsSeason;http://dbpedia.org/property/year;1
http://umbel.org/umbel/rc/FormalProductType;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatBaseballPlayersFromMassachusetts;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInDelfanCounty;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatSwedishIceHockeyPlayers;http://dbpedia.org/ontology/team;1
http://dbpedia.org/class/yago/WikicatGermanPhysicians;http://xmlns.com/foaf/0.1/name;1
http://schema.org/SkiResort;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
Top;http://dbpedia.org/property/episodeName;1
Top;http://dbpedia.org/ontology/maximumDepth;1
http://www.wikidata.org/entity/Q756;http://dbpedia.org/property/date;1
http://dbpedia.org/class/yago/Wikicat17th-centuryEnglishPeople;http://dbpedia.org/ontology/birthDate;1
http://dbpedia.org/ontology/Weapon;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatVillagesInGloucestershire;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatAmericanExpatriateBasketballPeopleInTurkey;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/Settlement108672562;http://dbpedia.org/property/subdivisionName;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInApulia;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBartınProvince;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBoluProvince;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatBaroqueComposers;http://dbpedia.org/ontology/deathDate;1
http://dbpedia.org/class/yago/WikicatMunicipalitiesInQuebec;http://dbpedia.org/ontology/areaCode;1
http://dbpedia.org/class/yago/WikicatCommunesOfYvelines;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatDetroitLionsPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPeopleFromVenice(city);http://xmlns.com/foaf/0.1/givenName;1
http://www.wikidata.org/entity/Q40357;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/Thrower110709529;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/MarketTown108672073;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1
http://dbpedia.org/class/yago/WikicatScottishPeople;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatLuftwaffePilots;http://dbpedia.org/ontology/birthPlace;1
http://dbpedia.org/class/yago/WikicatPeopleFromRosario,SantaFe;http://xmlns.com/foaf/0.1/givenName;1
http://www.wikidata.org/entity/Q1092563;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/ontology/EthnicGroup;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://www.wikidata.org/entity/Q5;http://dbpedia.org/property/commitdate;1
http://dbpedia.org/class/yago/Animal100015388;http://dbpedia.org/ontology/birthDate;1
http://dbpedia.org/class/yago/WikicatPlayersOfAmericanFootballFromVirginia;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatHawaiiIslandersPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSardashtCounty;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/WikicatPeopleFromCleveland,Ohio;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatTownsInHighland(councilArea);http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing;http://dbpedia.org/property/first;1
http://dbpedia.org/class/yago/WikicatDistrictsOfEnglandAbolishedByTheLocalGovernmentAct1972;http://www.w3.org/2003/01/geo/wgs84_pos#lat;1
http://dbpedia.org/class/yago/Killer110231087;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatRomanRepublicanConsuls;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInChabaharCounty;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
Top;http://dbpedia.org/property/gamesDate;1
http://dbpedia.org/class/yago/WikicatRugbyLeagueHalfbacks;http://dbpedia.org/ontology/birthDate;1
http://dbpedia.org/class/yago/Section108648322;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKermanshahCounty;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKaraRegion;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/ontology/Politician;http://xmlns.com/foaf/0.1/givenName;1
Top;http://dbpedia.org/property/firstRider250Country;1
http://dbpedia.org/class/yago/WikicatFrenchArtists;http://xmlns.com/foaf/0.1/givenName;1
Top;http://dbpedia.org/property/year4end;1
http://dbpedia.org/class/yago/Wikicat18th-centuryGermanPeople;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatMissingPeople;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatTownsInRhineland-Palatinate;http://dbpedia.org/ontology/elevation;1
http://dbpedia.org/class/yago/WikicatPeopleFromAthens;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/Wikicat21st-centuryItalianPeople;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatMunicipalitiesOfNorway;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatVillagesInBełchatówCounty;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInCalifornia;http://www.w3.org/2003/01/geo/wgs84_pos#long;1
http://dbpedia.org/class/yago/WikicatItalianPeople;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInUpperAustria;http://dbpedia.org/ontology/PopulatedPlace/areaTotal;1
http://dbpedia.org/class/yago/WikicatPeopleFromEdmonton;http://xmlns.com/foaf/0.1/givenName;1
http://dbpedia.org/class/yago/WikicatNashvilleSoundsPlayers;http://xmlns.com/foaf/0.1/name;1
http://dbpedia.org/class/yago/WikicatPolishPeople;http://xmlns.com/foaf/0.1/givenName;1
http://www.wikidata.org/entity/Q46831;http://dbpedia.org/ontology/elevation;1
http://dbpedia.org/class/yago/WikicatCitiesAndTownsInAbruzzo;http://www.w3.org/2003/01/geo/wgs84_pos#geometry;1
http://dbpedia.org/class/yago/WikicatVillagesInCornwall;http://dbpedia.org/ontology/areaCode;1
http://dbpedia.org/ontology/Agent;http://dbpedia.org/property/commitdate;1
http://dbpedia.org/class/yago/WikicatSwedishWriters;http://xmlns.com/foaf/0.1/name;1
Top;http://xmlns.com/foaf/0.1/givenName;1
